Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)	Gene Names (ordered locus)	Gene Names (primary)	Gene Names (synonym)	EC number
P06722	reviewed	MUTH_ECOLI	DNA mismatch repair protein MutH (Methyl-directed mismatch repair protein)	mutH mutR prv b2831 JW2799	Escherichia coli (strain K12)	229		b2831 JW2799	mutH	mutR prv	
P06959	reviewed	ODP2_ECOLI	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2)	aceF b0115 JW0111	Escherichia coli (strain K12)	630		b0115 JW0111	aceF		2.3.1.12
P06960	reviewed	OTC2_ECOLI	Ornithine carbamoyltransferase subunit F (OTCase-2) (EC 2.1.3.3)	argF b0273 JW0266	Escherichia coli (strain K12)	334		b0273 JW0266	argF		2.1.3.3
P06961	reviewed	CCA_ECOLI	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase (EC 3.1.3.-)]	cca b3056 JW3028	Escherichia coli (strain K12)	412		b3056 JW3028	cca		2.7.7.72; 3.1.3.-; 3.1.4.-
P06968	reviewed	DUT_ECOLI	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut dnaS sof b3640 JW3615	Escherichia coli (strain K12)	152		b3640 JW3615	dut	dnaS sof	3.6.1.23
P06971	reviewed	FHUA_ECOLI	Ferrichrome outer membrane transporter/phage receptor (Ferric hydroxamate receptor) (Ferric hydroxamate uptake) (Ferrichrome-iron receptor)	fhuA tonA b0150 JW0146	Escherichia coli (strain K12)	747		b0150 JW0146	fhuA	tonA	
P06972	reviewed	FHUB_ECOLI	Iron(3+)-hydroxamate import system permease protein FhuB (Ferric hydroxamate uptake protein B) (Ferrichrome transport system permease protein FhuB) (Ferrichrome uptake protein FhuB) (Iron(III)-hydroxamate import system permease protein FhuB)	fhuB b0153 JW0149	Escherichia coli (strain K12)	660		b0153 JW0149	fhuB		
P06974	reviewed	FLIM_ECOLI	Flagellar motor switch protein FliM	fliM cheC2 fla AII fla QII b1945 JW1929	Escherichia coli (strain K12)	334		b1945 JW1929	fliM	cheC2 fla AII fla QII	
P06983	reviewed	HEM3_ECOLI	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC popE b3805 JW5932	Escherichia coli (strain K12)	313		b3805 JW5932	hemC	popE	2.5.1.61
P06988	reviewed	HISX_ECOLI	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD b2020 JW2002	Escherichia coli (strain K12)	434		b2020 JW2002	hisD		1.1.1.23
P06992	reviewed	RSMA_ECOLI	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein KsgA) (Kasugamycin dimethyltransferase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA b0051 JW0050	Escherichia coli (strain K12)	273		b0051 JW0050	rsmA	ksgA	2.1.1.182
P06993	reviewed	MALT_ECOLI	HTH-type transcriptional regulator MalT (ATP-dependent transcriptional activator MalT)	malT malA b3418 JW3381	Escherichia coli (strain K12)	901		b3418 JW3381	malT	malA	
P06996	reviewed	OMPC_ECOLI	Outer membrane porin C (Outer membrane protein 1B) (Outer membrane protein C) (Porin OmpC)	ompC meoA par b2215 JW2203	Escherichia coli (strain K12)	367		b2215 JW2203	ompC	meoA par	
P06999	reviewed	PFKB_ECOLI	ATP-dependent 6-phosphofructokinase isozyme 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (6-phosphofructokinase isozyme II) (Phosphohexokinase 2)	pfkB b1723 JW5280	Escherichia coli (strain K12)	309		b1723 JW5280	pfkB		2.7.1.11
P07001	reviewed	PNTA_ECOLI	NAD(P) transhydrogenase subunit alpha (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit alpha) (Pyridine nucleotide transhydrogenase subunit alpha)	pntA b1603 JW1595	Escherichia coli (strain K12)	510		b1603 JW1595	pntA		7.1.1.1
P07003	reviewed	POXB_ECOLI	Pyruvate dehydrogenase [ubiquinone] (EC 1.2.5.1) (Pyruvate oxidase) (POX) (Pyruvate:ubiquinone-8 oxidoreductase)	poxB b0871 JW0855	Escherichia coli (strain K12)	572		b0871 JW0855	poxB		1.2.5.1
P07004	reviewed	PROA_ECOLI	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	proA b0243 JW0233	Escherichia coli (strain K12)	417		b0243 JW0233	proA		1.2.1.41
P07012	reviewed	RF2_ECOLI	Peptide chain release factor RF2 (RF-2)	prfB supK b2891 JW5847	Escherichia coli (strain K12)	365		b2891 JW5847	prfB	supK	
P07013	reviewed	PRIB_ECOLI	Primosomal replication protein N	priB b4201 JW4159	Escherichia coli (strain K12)	104		b4201 JW4159	priB		
P07014	reviewed	SDHB_ECOLI	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	sdhB b0724 JW0714	Escherichia coli (strain K12)	238		b0724 JW0714	sdhB		1.3.5.1
P07017	reviewed	MCP2_ECOLI	Methyl-accepting chemotaxis protein II (MCP-II) (Aspartate chemoreceptor protein)	tar cheM b1886 JW1875	Escherichia coli (strain K12)	553		b1886 JW1875	tar	cheM	
P07024	reviewed	USHA_ECOLI	Protein UshA [Includes: UDP-sugar hydrolase (EC 3.6.1.45) (UDP-sugar diphosphatase) (UDP-sugar pyrophosphatase); 5'-nucleotidase (5'-NT) (EC 3.1.3.5)]	ushA b0480 JW0469	Escherichia coli (strain K12)	550		b0480 JW0469	ushA		3.1.3.5; 3.6.1.45
P07102	reviewed	PPA_ECOLI	Phytase AppA (EC 3.1.3.-) (6-phytase) (Histidine acid phosphatase phytase) (HAP phytase) (Myo-inositol hexakisphosphate phosphohydrolase) (Phosphoanhydride phosphatase) (EC 3.6.1.-) (pH 2.5 acid phosphatase) (Acid phosphatase) (EC 3.1.3.-)	appA b0980 JW0963	Escherichia coli (strain K12)	432		b0980 JW0963	appA		3.1.3.-; 3.6.1.-
P07117	reviewed	PUTP_ECOLI	Sodium/proline symporter (Proline carrier) (Proline permease) (Propionate transporter)	putP b1015 JW1001	Escherichia coli (strain K12)	502		b1015 JW1001	putP		
P07118	reviewed	SYV_ECOLI	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS b4258 JW4215	Escherichia coli (strain K12)	951		b4258 JW4215	valS		6.1.1.9
P07330	reviewed	CHEB_ECOLI	Protein-glutamate methylesterase/protein-glutamine glutaminase (EC 3.1.1.61) (EC 3.5.1.44) (Chemotaxis response regulator protein-glutamate methylesterase/glutamine deamidase) (Methyl-accepting chemotaxis proteins-specific methylesterase/deamidase) (MCP-specific methylesterase/deamidase)	cheB b1883 JW1872	Escherichia coli (strain K12)	349		b1883 JW1872	cheB		3.1.1.61; 3.5.1.44
P07363	reviewed	CHEA_ECOLI	Chemotaxis protein CheA (EC 2.7.13.3)	cheA b1888 JW1877	Escherichia coli (strain K12)	654		b1888 JW1877	cheA		2.7.13.3
P07395	reviewed	SYFB_ECOLI	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT b1713 JW1703	Escherichia coli (strain K12)	795		b1713 JW1703	pheT		6.1.1.20
P07464	reviewed	THGA_ECOLI	Galactoside O-acetyltransferase (GAT) (EC 2.3.1.18) (Acetyl-CoA:galactoside 6-O-acetyltransferase) (Thiogalactoside acetyltransferase) (Thiogalactoside transacetylase)	lacA b0342 JW0333	Escherichia coli (strain K12)	203		b0342 JW0333	lacA		2.3.1.18
P07604	reviewed	TYRR_ECOLI	HTH-type transcriptional regulatory protein TyrR	tyrR b1323 JW1316	Escherichia coli (strain K12)	513		b1323 JW1316	tyrR		
P07623	reviewed	METAS_ECOLI	Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS)	metAS metA b4013 JW3973	Escherichia coli (strain K12)	309		b4013 JW3973	metAS	metA	2.3.1.46
P07639	reviewed	AROB_ECOLI	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	aroB b3389 JW3352	Escherichia coli (strain K12)	362		b3389 JW3352	aroB		4.2.3.4
P07648	reviewed	RECC_ECOLI	RecBCD enzyme subunit RecC (Exodeoxyribonuclease V 125 kDa polypeptide) (Exodeoxyribonuclease V gamma chain) (Exonuclease V subunit RecC) (ExoV subunit RecC) (Helicase/nuclease RecBCD subunit RecC)	recC b2822 JW2790	Escherichia coli (strain K12)	1122		b2822 JW2790	recC		
P07649	reviewed	TRUA_ECOLI	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (PSU-I) (tRNA-uridine isomerase I)	truA asuC hisT leuK b2318 JW2315	Escherichia coli (strain K12)	270		b2318 JW2315	truA	asuC hisT leuK	5.4.99.12
P07658	reviewed	FDHF_ECOLI	Formate dehydrogenase H (EC 1.17.98.4) (Formate dehydrogenase-H subunit alpha) (FDH-H) (Formate-hydrogen-lyase-linked, selenocysteine-containing polypeptide)	fdhF b4079 JW4040	Escherichia coli (strain K12)	715		b4079 JW4040	fdhF		1.17.98.4
P07821	reviewed	FHUC_ECOLI	Iron(3+)-hydroxamate import ATP-binding protein FhuC (EC 7.2.2.16) (Ferric hydroxamate uptake protein C) (Ferrichrome transport ATP-binding protein FhuC) (Iron(III)-hydroxamate import ATP-binding protein FhuC)	fhuC b0151 JW0147	Escherichia coli (strain K12)	265		b0151 JW0147	fhuC		7.2.2.16
P07822	reviewed	FHUD_ECOLI	Iron(3+)-hydroxamate-binding protein FhuD (Ferric hydroxamate uptake protein D) (Ferrichrome-binding periplasmic protein) (Iron(III)-hydroxamate-binding protein FhuD)	fhuD b0152 JW0148	Escherichia coli (strain K12)	296		b0152 JW0148	fhuD		
P07862	reviewed	DDLB_ECOLI	D-alanine--D-alanine ligase B (EC 6.3.2.4) (D-Ala-D-Ala ligase B) (D-alanylalanine synthetase B)	ddlB ddl b0092 JW0090	Escherichia coli (strain K12)	306		b0092 JW0090	ddlB	ddl	6.3.2.4
P07913	reviewed	TDH_ECOLI	L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103) (L-threonine dehydrogenase)	tdh b3616 JW3591	Escherichia coli (strain K12)	341		b3616 JW3591	tdh		1.1.1.103
P08142	reviewed	ILVB_ECOLI	Acetolactate synthase isozyme 1 large subunit (AHAS-I) (EC 2.2.1.6) (Acetohydroxy-acid synthase I large subunit) (ALS-I)	ilvB b3671 JW3646	Escherichia coli (strain K12)	562		b3671 JW3646	ilvB		2.2.1.6
P08179	reviewed	PUR3_ECOLI	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	purN b2500 JW2485	Escherichia coli (strain K12)	212		b2500 JW2485	purN		2.1.2.2
P08191	reviewed	FIMH_ECOLI	Type 1 fimbrin D-mannose specific adhesin (Protein FimH)	fimH b4320 JW4283	Escherichia coli (strain K12)	300		b4320 JW4283	fimH		
P08192	reviewed	FOLC_ECOLI	Dihydrofolate synthase/folylpolyglutamate synthase (DHFS / FPGS) (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	folC dedC b2315 JW2312	Escherichia coli (strain K12)	422		b2315 JW2312	folC	dedC	6.3.2.12; 6.3.2.17
P08200	reviewed	IDH_ECOLI	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-dependent isocitric dehydrogenase) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	icd icdA icdE b1136 JW1122	Escherichia coli (strain K12)	416		b1136 JW1122	icd	icdA icdE	1.1.1.42
P08201	reviewed	NIRB_ECOLI	Nitrite reductase (NADH) large subunit (EC 1.7.1.15)	nirB b3365 JW3328	Escherichia coli (strain K12)	847		b3365 JW3328	nirB		1.7.1.15
P08203	reviewed	ARAD_ECOLI	L-ribulose-5-phosphate 4-epimerase AraD (EC 5.1.3.4) (Phosphoribulose isomerase)	araD b0061 JW0060	Escherichia coli (strain K12)	231		b0061 JW0060	araD		5.1.3.4
P08244	reviewed	PYRF_ECOLI	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF b1281 JW1273	Escherichia coli (strain K12)	245		b1281 JW1273	pyrF		4.1.1.23
P08312	reviewed	SYFA_ECOLI	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS b1714 JW5277	Escherichia coli (strain K12)	327		b1714 JW5277	pheS		6.1.1.20
P08337	reviewed	MUTT_ECOLI	8-oxo-dGTP diphosphatase (8-oxo-dGTPase) (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (Mutator protein MutT) (dGTP pyrophosphohydrolase)	mutT b0099 JW0097	Escherichia coli (strain K12)	129		b0099 JW0097	mutT		3.6.1.55
P08373	reviewed	MURB_ECOLI	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	murB yijB b3972 JW3940	Escherichia coli (strain K12)	342		b3972 JW3940	murB	yijB	1.3.1.98
P08394	reviewed	RECB_ECOLI	RecBCD enzyme subunit RecB (EC 3.1.11.5) (EC 5.6.2.4) (DNA 3'-5' helicase subunit RecB) (Exodeoxyribonuclease V 135 kDa polypeptide) (Exodeoxyribonuclease V beta chain) (Exonuclease V subunit RecB) (ExoV subunit RecB) (Helicase/nuclease RecBCD subunit RecB)	recB ior rorA b2820 JW2788	Escherichia coli (strain K12)	1180		b2820 JW2788	recB	ior rorA	3.1.11.5; 5.6.2.4
P08395	reviewed	SPPA_ECOLI	Protease 4 (EC 3.4.21.-) (Endopeptidase IV) (Protease IV) (Signal peptide peptidase)	sppA b1766 JW1755	Escherichia coli (strain K12)	618		b1766 JW1755	sppA		3.4.21.-
P08506	reviewed	DACC_ECOLI	D-alanyl-D-alanine carboxypeptidase DacC (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 6) (PBP-6)	dacC b0839 JW0823	Escherichia coli (strain K12)	400		b0839 JW0823	dacC		3.4.16.4
P08622	reviewed	DNAJ_ECOLI	Chaperone protein DnaJ (HSP40) (Heat shock protein J)	dnaJ groP b0015 JW0014	Escherichia coli (strain K12)	376		b0015 JW0014	dnaJ	groP	
P08660	reviewed	AK3_ECOLI	Lysine-sensitive aspartokinase 3 (EC 2.7.2.4) (Aspartate kinase III) (AKIII) (Lysine-sensitive aspartokinase III)	lysC apk b4024 JW3984	Escherichia coli (strain K12)	449		b4024 JW3984	lysC	apk	2.7.2.4
P08839	reviewed	PT1_ECOLI	Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)	ptsI b2416 JW2409	Escherichia coli (strain K12)	575		b2416 JW2409	ptsI		2.7.3.9
P08956	reviewed	T1RK_ECOLI	Type I restriction enzyme EcoKI endonuclease subunit (EcoKI) (R protein) (EC 3.1.21.3)	hsdR hsr b4350 JW4313	Escherichia coli (strain K12)	1170		b4350 JW4313	hsdR	hsr	3.1.21.3
P09029	reviewed	PURK_ECOLI	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK b0522 JW0511	Escherichia coli (strain K12)	355		b0522 JW0511	purK		6.3.4.18
P09030	reviewed	EX3_ECOLI	Exodeoxyribonuclease III (EXO III) (Exonuclease III) (EC 3.1.11.2) (AP endonuclease VI)	xthA xth b1749 JW1738	Escherichia coli (strain K12)	268		b1749 JW1738	xthA	xth	3.1.11.2
P09099	reviewed	XYLB_ECOLI	Xylulose kinase (XK) (Xylulokinase) (EC 2.7.1.17) (1-deoxy-D-xylulokinase) (EC 2.7.1.-)	xylB b3564 JW3536	Escherichia coli (strain K12)	484		b3564 JW3536	xylB		2.7.1.-; 2.7.1.17
P09130	reviewed	TRAD1_ECOLI	Coupling protein TraD (DNA transport protein TraD)	traD ECOK12F102	Escherichia coli (strain K12)	717		ECOK12F102	traD		
P09147	reviewed	GALE_ECOLI	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase)	galE galD b0759 JW0742	Escherichia coli (strain K12)	338		b0759 JW0742	galE	galD	5.1.3.2
P09148	reviewed	GAL7_ECOLI	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	galT galB b0758 JW0741	Escherichia coli (strain K12)	348		b0758 JW0741	galT	galB	2.7.7.12
P09152	reviewed	NARG_ECOLI	Respiratory nitrate reductase 1 alpha chain (EC 1.7.5.1) (Nitrate reductase A subunit alpha) (Quinol-nitrate oxidoreductase subunit alpha)	narG bisD narC b1224 JW1215	Escherichia coli (strain K12)	1247		b1224 JW1215	narG	bisD narC	1.7.5.1
P09158	reviewed	SPEE_ECOLI	Polyamine aminopropyltransferase (Cadaverine aminopropyltransferase) (EC 2.5.1.-) (Putrescine aminopropyltransferase) (PAPT) (Spermidine aminopropyltransferase) (EC 2.5.1.79) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16) (Spermine synthase) (EC 2.5.1.22) (Thermospermine synthase)	speE b0121 JW0117	Escherichia coli (strain K12)	288		b0121 JW0117	speE		2.5.1.-; 2.5.1.16; 2.5.1.22; 2.5.1.79
P09169	reviewed	OMPT_ECOLI	Protease 7 (EC 3.4.23.49) (Omptin) (Outer membrane protein 3B) (Protease A) (Protease VII)	ompT b0565 JW0554	Escherichia coli (strain K12)	317		b0565 JW0554	ompT		3.4.23.49
P09323	reviewed	PTW3C_ECOLI	PTS system N-acetylglucosamine-specific EIICBA component (EIICBA-Nag) (EII-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.193) (PTS system N-acetylglucosamine-specific EIIB component); N-acetylglucosamine-specific phosphotransferase enzyme IIA component (PTS system N-acetylglucosamine-specific EIIA component)]	nagE pstN b0679 JW0665	Escherichia coli (strain K12)	648		b0679 JW0665	nagE	pstN	2.7.1.193
P09348	reviewed	MOTA_ECOLI	Motility protein A (Chemotaxis protein MotA)	motA flaJ b1890 JW1879	Escherichia coli (strain K12)	295		b1890 JW1879	motA	flaJ	
P09372	reviewed	GRPE_ECOLI	Protein GrpE (HSP-70 cofactor) (HSP24) (Heat shock protein B25.3)	grpE b2614 JW2594	Escherichia coli (strain K12)	197		b2614 JW2594	grpE		
P09373	reviewed	PFLB_ECOLI	Formate acetyltransferase 1 (EC 2.3.1.54) (Pyruvate formate-lyase 1)	pflB pfl b0903 JW0886	Escherichia coli (strain K12)	760		b0903 JW0886	pflB	pfl	2.3.1.54
P09377	reviewed	RHAS_ECOLI	HTH-type transcriptional activator RhaS (L-rhamnose operon regulatory protein RhaS)	rhaS rhaC2 b3905 JW3876	Escherichia coli (strain K12)	278		b3905 JW3876	rhaS	rhaC2	
P09391	reviewed	GLPG_ECOLI	Rhomboid protease GlpG (EC 3.4.21.105) (Intramembrane serine protease)	glpG b3424 JW5687	Escherichia coli (strain K12)	276		b3424 JW5687	glpG		3.4.21.105
P09394	reviewed	GLPQ_ECOLI	Glycerophosphodiester phosphodiesterase, periplasmic (Glycerophosphoryl diester phosphodiesterase, periplasmic) (EC 3.1.4.46)	glpQ b2239 JW2233	Escherichia coli (strain K12)	358		b2239 JW2233	glpQ		3.1.4.46
P09546	reviewed	PUTA_ECOLI	Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)]	putA poaA b1014 JW0999	Escherichia coli (strain K12)	1320		b1014 JW0999	putA	poaA	1.2.1.88; 1.5.5.2
P09831	reviewed	GLTB_ECOLI	Glutamate synthase [NADPH] large chain (EC 1.4.1.13) (Glutamate synthase subunit alpha) (GLTS alpha chain) (NADPH-GOGAT)	gltB aspB b3212 JW3179	Escherichia coli (strain K12)	1486		b3212 JW3179	gltB	aspB	1.4.1.13
P09832	reviewed	GLTD_ECOLI	Glutamate synthase [NADPH] small chain (EC 1.4.1.13) (Glutamate synthase subunit beta) (GLTS beta chain) (NADPH-GOGAT)	gltD aspB b3213 JW3180	Escherichia coli (strain K12)	472		b3213 JW3180	gltD	aspB	1.4.1.13
P09835	reviewed	UHPB_ECOLI	Signal transduction histidine-protein kinase/phosphatase UhpB (EC 2.7.13.3) (EC 3.1.3.-)	uhpB b3668 JW3643	Escherichia coli (strain K12)	500		b3668 JW3643	uhpB		2.7.13.3; 3.1.3.-
P09980	reviewed	REP_ECOLI	ATP-dependent DNA helicase Rep (EC 5.6.2.4) (DNA 3'-5' helicase Rep)	rep b3778 JW5604	Escherichia coli (strain K12)	673		b3778 JW5604	rep		5.6.2.4
P0A698	reviewed	UVRA_ECOLI	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	uvrA dinE b4058 JW4019	Escherichia coli (strain K12)	940		b4058 JW4019	uvrA	dinE	
P0A6A0	reviewed	UBIB_ECOLI	Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB)	ubiB aarF yigQ yigR yigS b3835 JW3812	Escherichia coli (strain K12)	546		b3835 JW3812	ubiB	aarF yigQ yigR yigS	2.7.-.-
P0A6A3	reviewed	ACKA_ECOLI	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA ack b2296 JW2293	Escherichia coli (strain K12)	400		b2296 JW2293	ackA	ack	2.7.2.1
P0A6A8	reviewed	ACP_ECOLI	Acyl carrier protein (ACP) (Cytosolic-activating factor) (CAF) (Fatty acid synthase acyl carrier protein)	acpP b1094 JW1080	Escherichia coli (strain K12)	78		b1094 JW1080	acpP		
P0A6B4	reviewed	ALR1_ECOLI	Alanine racemase, biosynthetic (EC 5.1.1.1)	alr b4053 JW4013	Escherichia coli (strain K12)	359		b4053 JW4013	alr		5.1.1.1
P0A6B7	reviewed	ISCS_ECOLI	Cysteine desulfurase IscS (EC 2.8.1.7) (NifS protein homolog) (ThiI transpersulfidase) (TusA transpersulfidase)	iscS nuvC yfhO yzzO b2530 JW2514	Escherichia coli (strain K12)	404		b2530 JW2514	iscS	nuvC yfhO yzzO	2.8.1.7
P0A6C1	reviewed	END4_ECOLI	Endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV)	nfo b2159 JW2146	Escherichia coli (strain K12)	285		b2159 JW2146	nfo		3.1.21.2
P0A6C8	reviewed	ARGB_ECOLI	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB b3959 JW5553	Escherichia coli (strain K12)	258		b3959 JW5553	argB		2.7.2.8
P0A6D0	reviewed	ARGR_ECOLI	Arginine repressor	argR xerA b3237 JW3206	Escherichia coli (strain K12)	156		b3237 JW3206	argR	xerA	
P0A6D3	reviewed	AROA_ECOLI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA b0908 JW0891	Escherichia coli (strain K12)	427		b0908 JW0891	aroA		2.5.1.19
P0A6D5	reviewed	YDIB_ECOLI	Quinate/shikimate dehydrogenase (EC 1.1.1.282) (NAD-dependent shikimate 5-dehydrogenase)	ydiB b1692 JW1682	Escherichia coli (strain K12)	288		b1692 JW1682	ydiB		1.1.1.282
P0A6D7	reviewed	AROK_ECOLI	Shikimate kinase 1 (SK 1) (EC 2.7.1.71) (Shikimate kinase I) (SKI)	aroK b3390 JW5947	Escherichia coli (strain K12)	173		b3390 JW5947	aroK		2.7.1.71
P0A6E1	reviewed	AROL_ECOLI	Shikimate kinase 2 (SK 2) (EC 2.7.1.71) (Shikimate kinase II) (SKII)	aroL b0388 JW0379	Escherichia coli (strain K12)	174		b0388 JW0379	aroL		2.7.1.71
P0A6E4	reviewed	ASSY_ECOLI	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG b3172 JW3140	Escherichia coli (strain K12)	447		b3172 JW3140	argG		6.3.4.5
P0A6E6	reviewed	ATPE_ECOLI	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC papG uncC b3731 JW3709	Escherichia coli (strain K12)	139		b3731 JW3709	atpC	papG uncC	
P0A6F1	reviewed	CARA_ECOLI	Carbamoyl phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain)	carA pyrA b0032 JW0030	Escherichia coli (strain K12)	382		b0032 JW0030	carA	pyrA	6.3.5.5
P0A6F3	reviewed	GLPK_ECOLI	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK b3926 JW3897	Escherichia coli (strain K12)	502		b3926 JW3897	glpK		2.7.1.30
P0A6F5	reviewed	CH60_ECOLI	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60) (GroEL protein)	groEL groL mopA b4143 JW4103	Escherichia coli (strain K12)	548		b4143 JW4103	groEL	groL mopA	5.6.1.7
