Gene Ontology (GO),NAME
L-phenylalanine biosynthetic process [GO:0009094],YGL202W;YHR137W;YNL316C;YPR060C
L-phenylalanine catabolic process [GO:0006559],YDR380W;YGR087C;YLR044C;YLR134W
L-phenylalanine transmembrane transporter activity [GO:0015192],YBR068C;YCL025C;YKR039W
L-phenylalanine:2-oxoglutarate aminotransferase activity [GO:0080130],YGL202W;YHR137W
L-phosphoserine phosphatase activity [GO:0036424],YGR208W
L-proline biosynthetic process [GO:0055129],YDR300C;YER023W;YLR438W;YOR323C
L-proline transmembrane transporter activity [GO:0015193],YCL025C;YDR508C;YKR039W;YOR348C
L-serine ammonia-lyase activity [GO:0003941],YCL064C;YER086W;YKL218C
L-serine biosynthetic process [GO:0006564],YER081W;YFL018C;YGR208W;YIL074C;YOR184W
L-serine catabolic process [GO:0006565],YBR263W;YCL064C;YER086W;YLR058C
L-serine transmembrane transporter activity [GO:0015194],YER119C
L-threonine ammonia-lyase activity [GO:0004794],YCL064C;YER086W
L-threonylcarbamoyladenylate synthase [GO:0061710],YGL169W
L-tyrosine transmembrane transporter activity [GO:0005302],YER119C;YJR001W;YKL146W;YNL101W
L-valine transaminase activity [GO:0052655],YHR208W;YJR148W
N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942],YER069W
N-acetylglucosamine kinase activity [GO:0045127],YLR446W
N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity [GO:0004577],YGL047W
N-acetylglucosaminylphosphatidylinositol deacetylase activity [GO:0000225],YMR281W
N-acetyltransferase activity [GO:0008080],YEL066W;YGR177C;YOR377W;YPR193C
N-acylphosphatidylethanolamine-specific phospholipase D activity [GO:0070290],YKR031C
N-glycan processing [GO:0006491],YBR205W;YBR229C;YDR483W
N-terminal protein N-methyltransferase activity [GO:0071885],YLR285W
N-terminal protein amino acid acetylation [GO:0006474],YDL040C;YHR013C;YOR253W
N-terminal protein amino acid propionylation [GO:0061606],YHR013C
N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity [GO:0052904],YMR020W
N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity [GO:0052903],YMR020W
N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992],YOL140W
"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]",YLR359W
"N8-acetylspermidine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity [GO:0052897]",YMR020W
NAD binding [GO:0051287],YCL018W;YCL030C;YDL022W;YDL066W;YDR158W;YER069W;YER081W;YGR192C;YIL074C;YIL094C;YJL052W;YJR009C;YKL029C;YLR174W;YNL009W;YNL037C;YNL274C;YOL059W;YOR136W;YOR388C
NAD biosynthesis via nicotinamide riboside salvage pathway [GO:0034356],YCL047C;YDR400W;YLR209C;YNL129W
NAD biosynthetic process [GO:0009435],YDR428C;YFR047C;YGR010W;YHR074W;YLR328W;YNL129W
NAD catabolic process [GO:0019677],YGL067W
NAD metabolic process [GO:0019674],YBL098W;YEL041W;YJR049C;YPL188W
NAD salvage [GO:0034355],YOR209C
NAD transmembrane transport [GO:0035352],YEL006W;YIL006W
NAD transmembrane transporter activity [GO:0051724],YEL006W;YIL006W
NAD(P)H dehydrogenase (quinone) activity [GO:0003955],YLR011W
NAD(P)H oxidase H2O2-forming activity [GO:0016174],YBL098W
NAD+ binding [GO:0070403],YBR166C;YDL042C;YDR191W;YOL068C;YOR025W;YPL015C
NAD+ diphosphatase activity [GO:0000210],YGL067W
NAD+ kinase activity [GO:0003951],YEL041W;YJR049C;YPL188W
NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952],YHR074W
NAD-dependent histone H3K14 deacetylase activity [GO:0032041],YDL042C
NAD-dependent histone H3K9 deacetylase activity [GO:0046969],YDL042C
NAD-dependent histone H4K16 deacetylase activity [GO:0046970],YDL042C;YOL068C;YPL015C
NAD-dependent histone deacetylase activity [GO:0017136],YDL042C;YDR191W;YOL068C;YOR025W;YPL015C
NADH dehydrogenase (quinone) activity [GO:0050136],YDL085W;YMR145C
NADH dehydrogenase (ubiquinone) activity [GO:0008137],YML120C
NADH dehydrogenase activity [GO:0003954],YDL085W;YIL043C;YKL150W;YMR145C
NADH kinase activity [GO:0042736],YEL041W;YJR049C;YPL188W
NADH metabolic process [GO:0006734],YGL067W
NADH oxidation [GO:0006116],YBR145W;YDL022W;YDL085W;YIL155C;YML120C;YMR083W;YMR145C;YMR303C;YOL059W;YOL086C
NADH pyrophosphatase activity [GO:0035529],YGL067W
NADH regeneration [GO:0006735],YDL078C
NADP binding [GO:0050661],YBR153W;YBR166C;YDR158W;YGR192C;YGR256W;YHR042W;YHR063C;YHR183W;YJL052W;YJR009C;YJR139C;YNL241C;YNL280C;YOR236W;YOR323C;YPL091W
NADP biosynthetic process [GO:0006741],YEL041W;YJR049C;YPL188W
NADP catabolic process [GO:0006742],YGL067W
NADP metabolic process [GO:0006739],YDL066W;YLR174W;YNL009W
NADP+ binding [GO:0070401],YER069W
NADPH binding [GO:0070402],YBR046C
NADPH dehydrogenase activity [GO:0003959],YDR402C;YHR042W
NADPH regeneration [GO:0006740],YNL241C;YOR374W;YPL061W
NADPH-adrenodoxin reductase activity [GO:0015039],YDR376W
NADPH-hemoprotein reductase activity [GO:0003958],YHR042W
NADPH:quinone reductase activity [GO:0003960],YBR046C
NAGS/NAGK complex [GO:0106098],YJL071W
NLS-dependent protein nuclear import complex [GO:0042564],YGR202C
NatA complex [GO:0031415],YDL040C;YHR013C;YOR253W
O-acetylhomoserine aminocarboxypropyltransferase activity [GO:0003961],YLL058W;YLR303W
O-acetylhomoserine sulfhydrylase activity [GO:0051009],YLL058W;YLR303W
O-acyltransferase activity [GO:0008374],YGL084C;YNR008W;YOR175C;YPL189W
O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648],YOR184W
P-body [GO:0000932],YDR533C;YMR322C;YOR391C;YPL280W
P-type cadmium transporter activity [GO:0008551],YBR295W;YDR135C
P-type calcium transporter activity [GO:0005388],YGL006W;YGL167C
P-type divalent copper transporter activity [GO:0043682],YDR270W
P-type ion transporter activity [GO:0015662],YDR039C;YEL031W
P-type manganese transporter activity [GO:0140613],YGL167C
P-type monovalent copper transporter activity [GO:0140581],YDR270W
P-type potassium transmembrane transporter activity [GO:0008556],YDR038C;YDR039C;YDR040C
P-type proton-exporting transporter activity [GO:0008553],YGL008C;YHR026W;YPL036W
P-type sodium transporter activity [GO:0008554],YDR038C;YDR039C;YDR040C
P450-containing electron transport chain [GO:0140647],YPL252C
PAS complex [GO:0070772],YFR019W;YFR021W;YLR386W;YNL054W;YNL325C
RENT complex [GO:0030869],YDL042C
RNA NAD-cap (NMN-forming) hydrolase activity [GO:0110153],YGL067W
RNA binding [GO:0003723],YDR261C;YDR300C;YFL001W;YGL063W;YGR192C;YHR119W;YLL018C;YLR060W;YNL037C;YNL292W;YOL066C;YOR136W;YPL097W;YPR033C
RNA endonuclease activity [GO:0004521],YPR170W-B
RNA nuclease activity [GO:0004540],YDR261C
RNA polymerase II transcription regulator complex [GO:0090575],YDR173C
RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629],YDL080C;YDR098C;YER174C
RNA-DNA hybrid ribonuclease activity [GO:0004523],YDR261C
RNA-directed DNA polymerase activity [GO:0003964],YDR261C
Ras protein signal transduction [GO:0007265],YJL005W;YPL096C-A
S-(hydroxymethyl)glutathione dehydrogenase NAD activity [GO:0106322],YDL168W
S-(hydroxymethyl)glutathione dehydrogenase NADP activity [GO:0106321],YDL168W
S-(hydroxymethyl)glutathione dehydrogenase activity [GO:0051903],YDL168W
S-adenosyl-L-methionine transmembrane transporter activity [GO:0000095],YNL003C;YPL274W
S-adenosyl-L-methionine transport [GO:0015805],YNL003C;YPL274W
S-adenosylhomocysteine catabolic process [GO:0019510],YER043C
S-adenosylhomocysteine metabolic process [GO:0046498],YPL273W
S-adenosylmethionine biosynthetic process [GO:0006556],YDR502C;YLR180W
S-adenosylmethionine cycle [GO:0033353],YER043C
S-adenosylmethionine-dependent methyltransferase activity [GO:0008757],YLR285W;YNL092W
S-adenosylmethionine-homocysteine S-methyltransferase activity [GO:0008898],YLL062C;YPL273W
S-formylglutathione hydrolase activity [GO:0018738],YJL068C
S-methyl-5-thioadenosine phosphorylase activity [GO:0017061],YLR017W
S-methyl-5-thioribose-1-phosphate isomerase activity [GO:0046523],YPR118W
S-methylmethionine transmembrane transporter activity [GO:0000100],YLL061W
S-methylmethionine transport [GO:0015806],YLL061W
S-methylmethionine-homocysteine S-methyltransferase activity [GO:0061627],YLL062C;YPL273W
SHG alpha-glucan phosphorylase activity [GO:0102499],YPR160W
SNARE binding [GO:0000149],YLR360W
SNARE complex assembly [GO:0035493],YLR360W
SPOTS complex [GO:0035339],YBR058C-A;YDR062W;YGR038W;YKL212W;YLR350W;YMR296C
Set1C/COMPASS complex [GO:0048188],YHR119W
Set3 complex [GO:0034967],YOL068C
TIM22 mitochondrial import inner membrane insertion complex [GO:0042721],YKL141W
UDP biosynthetic process [GO:0006225],YKL024C
UDP catabolic process [GO:0006256],YER005W
UDP phosphatase activity [GO:0045134],YEL042W;YER005W
UDP-N-acetylglucosamine biosynthetic process [GO:0006048],YDL103C;YEL058W;YFL017C;YKL104C;YMR084W
UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977],YDL103C
UDP-N-acetylglucosamine metabolic process [GO:0006047],YKL104C;YMR084W
UDP-N-acetylglucosamine transferase complex [GO:0043541],YBR070C;YBR243C;YGL047W
UDP-N-acetylglucosamine transmembrane transport [GO:1990569],YEL004W
UDP-N-acetylglucosamine transmembrane transporter activity [GO:0005462],YEL004W
UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975],YBR243C
UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity [GO:0102751],YJL137C;YKR058W
UDP-galactose transmembrane transport [GO:0072334],YPL244C
UDP-galactose transmembrane transporter activity [GO:0005459],YPL244C
UDP-glucose 4-epimerase activity [GO:0003978],YBR019C
UDP-glucose metabolic process [GO:0006011],YHL012W;YKL035W;YKL127W;YMR105C
UDP-glucose transmembrane transport [GO:0015786],YEL004W;YPL244C
UDP-glucose transmembrane transporter activity [GO:0005460],YPL244C
UDP-glucose:hexose-1-phosphate uridylyltransferase activity [GO:0008108],YBR018C
UDP-glycosyltransferase activity [GO:0008194],YLR189C
UMP biosynthetic process [GO:0006222],YEL021W
UMP kinase activity [GO:0033862],YKL024C
UMP salvage [GO:0044206],YDR020C;YHR128W;YNR012W;YPR062W
UMP/dUMP kinase activity [GO:0009041],YJR057W;YKL024C
UTP biosynthetic process [GO:0006228],YJL130C;YJR109C;YKL067W
UTP diphosphatase activity [GO:0036221],YJR069C
UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983],YHL012W;YKL035W
XMP salvage [GO:0032265],YDR399W;YJR133W
XTP diphosphatase activity [GO:0036222],YJR069C
[2Fe-2S] cluster assembly [GO:0044571],YCL017C
[acetyl-CoA carboxylase]-phosphatase activity [GO:0050406],YJL126W
[acyl-carrier-protein] S-acetyltransferase activity [GO:0004313],YKL182W
[acyl-carrier-protein] S-malonyltransferase activity [GO:0004314],YKL182W;YOR221C
[cytochrome c]-lysine N-methyltransferase activity [GO:0000277],YHR109W
acetate CoA-transferase activity [GO:0008775],YBL015W
acetate biosynthetic process [GO:0019413],YER073W;YOR374W;YPL061W
acetate ester metabolic process involved in fermentation [GO:1901089],YGR177C;YOR377W
acetate fermentation [GO:0019654],YAL054C
acetate metabolic process [GO:0006083],YBL015W;YOR126C
acetate transmembrane transporter activity [GO:0015123],YCR010C;YDR384C
acetate transport [GO:0006846],YCR010C;YLL043W
acetate-CoA ligase activity [GO:0003987],YAL054C;YLR153C
acetolactate synthase activity [GO:0003984],YMR108W
acetolactate synthase complex [GO:0005948],YCL009C;YMR108W
acetolactate synthase regulator activity [GO:1990610],YCL009C
acetyl-CoA C-acetyltransferase activity [GO:0003985],YPL028W
acetyl-CoA C-acyltransferase activity [GO:0003988],YIL160C
acetyl-CoA binding [GO:1905502],YNR016C
acetyl-CoA biosynthetic process [GO:0006085],YAL054C;YLR153C;YNR016C
acetyl-CoA biosynthetic process from acetate [GO:0019427],YAL054C;YLR153C
acetyl-CoA biosynthetic process from pyruvate [GO:0006086],YBR221C;YER178W;YFL018C;YGR193C;YNL071W
acetyl-CoA carboxylase activity [GO:0003989],YMR207C;YNR016C
acetyl-CoA carboxylase complex [GO:0009317],YNR016C
acetyl-CoA catabolic process [GO:0046356],YNR001C
acetyl-CoA hydrolase activity [GO:0003986],YBL015W;YGR015C
acetyl-CoA metabolic process [GO:0006084],YML126C
acetyl-CoA:L-glutamate N-acetyltransferase activity [GO:0004042],YJL071W;YMR062C
acetylesterase activity [GO:0008126],YBR177C;YMR210W;YPL095C
acetylglutamate kinase activity [GO:0003991],YER069W
acid phosphatase activity [GO:0003993],YAR071W;YBR092C;YBR093C;YDL024C;YDR051C;YHR215W
acid-amino acid ligase activity [GO:0016881],YKL132C
acid-ammonia (or amide) ligase activity [GO:0016880],YAL054C;YLR153C
acireductone dioxygenase (Ni2+-requiring) activity [GO:0010308],YMR009W
acireductone dioxygenase [iron(II)-requiring] activity [GO:0010309],YMR009W
acireductone synthase activity [GO:0043874],YEL038W
aconitate hydratase activity [GO:0003994],YJL200C;YLR304C
actin binding [GO:0003779],YDL178W
actin cortical patch [GO:0030479],YIL002C;YLR342W;YNL106C;YOR109W
actin cytoskeleton organization [GO:0030036],YDR098C;YER174C;YPR165W
actin filament organization [GO:0007015],YPR165W
acyl binding [GO:0000035],YKL192C
acyl carnitine transmembrane transporter activity [GO:0015227],YOR100C
acyl carrier activity [GO:0000036],YKL192C
acyl-CoA ceramide synthase complex [GO:0061576],YHL003C;YKL008C;YMR298W
acyl-CoA hydrolase activity [GO:0047617],YJR019C;YOR377W
acyl-CoA metabolic process [GO:0006637],YJR019C
acyl-CoA oxidase activity [GO:0003997],YGL205W
acylglycerol catabolic process [GO:0046464],YBR204C
acylglycerol lipase activity [GO:0047372],YBR177C;YBR204C;YKL094W;YMR210W;YPL095C
acylglycerone-phosphate reductase activity [GO:0000140],YIL124W
acyltransferase activity [GO:0016746],YBR042C;YMR210W
adenine binding [GO:0002055],YDR441C;YML022W
adenine biosynthetic process [GO:0046084],YDR408C;YGL234W
adenine catabolic process [GO:0006146],YNL141W
adenine deaminase activity [GO:0000034],YNL141W
adenine nucleotide transmembrane transporter activity [GO:0000295],YPR128C
adenine nucleotide transport [GO:0051503],YPR011C
adenine phosphoribosyltransferase activity [GO:0003999],YDR441C;YML022W
adenine salvage [GO:0006168],YDR441C;YML022W
adenosine 5'-(hexahydrogen pentaphosphate) catabolic process [GO:1901911],YOR163W
adenosine kinase activity [GO:0004001],YJR105W
adenosylhomocysteinase activity [GO:0004013],YER043C
adenosylmethionine decarboxylase activity [GO:0004014],YOL052C
adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015],YNR058W
adenylate cyclase activity [GO:0004016],YJL005W
adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188],YJL005W
adenylate kinase activity [GO:0004017],YDL166C;YDR226W;YER170W;YKL024C
adenylosuccinate synthase activity [GO:0004019],YNL220W
adenylylsulfate kinase activity [GO:0004020],YKL001C
aerobic respiration [GO:0009060],Q0045;Q0105;Q0250;Q0275;YBL030C;YBL045C;YBR026C;YBR243C;YDR487C;YDR529C;YEL024W;YFR033C;YGL191W;YGR183C;YHR001W-A;YJL166W;YKL055C;YKL085W;YLL041C;YML110C;YMR056C;YMR165C;YMR267W;YOR002W;YPL132W;YPR191W
alanine biosynthetic process [GO:0006523],YLR089C
alanine catabolic process [GO:0006524],YLR089C
alanine-glyoxylate transaminase activity [GO:0008453],YFL030W
alanine-tRNA ligase activity [GO:0004813],YOR335C
alanyl-tRNA aminoacylation [GO:0006419],YOR335C
alcohol O-acetyltransferase activity [GO:0004026],YBR177C;YGR177C;YOR377W;YPL095C
alcohol O-butanoyltransferase activity [GO:0034319],YBR177C
alcohol O-octanoyltransferase activity [GO:0034321],YPL095C
alcohol dehydrogenase (NAD+) activity [GO:0004022],YBR145W;YDL168W;YGL256W;YMR083W;YMR303C;YOL086C
alcohol dehydrogenase (NADP+) activity [GO:0008106],YCR105W;YMR318C
"alcohol dehydrogenase activity, zinc-dependent [GO:0004024]",YDL168W
alcohol metabolic process [GO:0006066],YAL060W;YCR105W;YER024W;YMR318C
aldehyde catabolic process [GO:0046185],YMR110C
aldehyde dehydrogenase (NAD+) activity [GO:0004029],YER073W;YMR110C;YMR169C;YMR170C;YOR374W;YPL061W
aldehyde dehydrogenase (NADP+) activity [GO:0033721],YPL061W
aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030],YER073W;YOR374W;YPL061W
alditol:NADP+ 1-oxidoreductase activity [GO:0004032],YBR149W;YDR368W;YHR104W;YOR120W
aldo-keto reductase (NADP) activity [GO:0004033],YOR120W;YPR127W
aldose 1-epimerase activity [GO:0004034],YBR019C
alkaline phosphatase activity [GO:0004035],YDL236W;YDR481C
alkanesulfonate catabolic process [GO:0046306],YLL057C
allantoate transmembrane transporter activity [GO:0015124],YJR152W
allantoate transport [GO:0015719],YJR152W
allantoicase activity [GO:0004037],YIR029W
allantoin assimilation pathway [GO:0009442],YIR027C
allantoin catabolic process [GO:0000256],YBR208C;YIR028W;YIR029W;YIR031C;YIR032C
allantoin transport [GO:0015720],YIR028W
allantoin:proton symporter activity [GO:0005274],YIR028W
allantoinase activity [GO:0004038],YIR027C
allophanate hydrolase activity [GO:0004039],YBR208C
allyl-alcohol dehydrogenase activity [GO:0047655],YOL086C
"alpha,alpha-trehalase activity [GO:0004555]",YBR001C;YDR001C;YPR026W
"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity [GO:0003825]",YBR126C;YDR074W
"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming) [GO:0005946]",YBR126C;YDR074W;YML100W;YMR261C
"alpha-1,2-mannosyltransferase activity [GO:0000026]",YBR199W;YBR205W;YDR483W;YGL142C;YJL139C;YKR061W;YNL029C;YNL048W;YNL219C;YOR099W;YOR149C;YPL053C
"alpha-1,3-mannosyltransferase activity [GO:0000033]",YGL065C
"alpha-1,4-mannosyltransferase activity [GO:0051751]",YJR013W
"alpha-1,6-mannosyltransferase activity [GO:0000009]",YBR004C;YGL038C;YGL065C;YNR030W
alpha-amylase activity [GO:0004556],YBR299W;YGR287C;YGR292W;YIL172C;YJL216C;YJL221C;YOL157C
alpha-glucosidase activity [GO:0090599],YBR229C
alpha-glucoside transmembrane transporter activity [GO:0015151],YDL247W;YJR160C
alpha-glucoside transport [GO:0000017],YBR298C;YDL247W;YGR289C;YJR160C
alpha-glucoside:proton symporter activity [GO:0005352],YBR298C;YGR289C
alpha-ketoglutarate reductase activity [GO:0061759],YER081W;YIL074C
alpha-ketoglutarate transport [GO:0015742],YMR241W
alpha-mannosidase activity [GO:0004559],YGL156W
amidase activity [GO:0004040],YDR242W
amide catabolic process [GO:0043605],YJL126W;YLR351C
amidophosphoribosyltransferase activity [GO:0004044],YMR300C;YNL191W
amine transmembrane transporter activity [GO:0005275],YBR180W
amine transport [GO:0015837],YBR180W
amine-lyase activity [GO:0016843],YFL059W;YNL333W
amino acid binding [GO:0016597],YJL088W;YJL130C
amino acid biosynthetic process [GO:0008652],YBR249C;YDR035W;YDR127W;YGL148W
amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947],YBR145W;YDL168W;YGL256W;YMR083W;YMR303C;YOL086C
amino acid catabolic process via Ehrlich pathway [GO:0000955],YDL080C
amino acid export across plasma membrane [GO:0032973],YNL065W
amino acid metabolic process [GO:0006520],YFL059W;YKL029C;YKL218C;YNL333W
amino acid transmembrane export from vacuole [GO:0032974],YCL038C;YER119C;YKL146W;YNL101W
amino acid transmembrane transport [GO:0003333],YBR068C;YBR069C;YBR132C;YCL025C;YDR046C;YDR508C;YEL063C;YER119C;YFL055W;YGR055W;YGR191W;YHL036W;YJR001W;YKL146W;YKR039W;YLL061W;YNL101W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W
amino acid transmembrane transporter activity [GO:0015171],YBR068C;YBR069C;YBR132C;YCL025C;YDR046C;YDR508C;YEL063C;YFL055W;YGR191W;YKR039W;YLL061W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W
amino acid transport [GO:0006865],YBR068C;YBR069C;YCL025C;YDR046C;YDR508C;YFL055W;YGL077C;YJR001W;YKL174C;YKR039W;YPL265W
aminoacyl-tRNA editing activity [GO:0002161],YBL076C;YFL022C;YGR094W;YHR020W;YLR382C;YOR335C;YPL040C;YPL160W
aminoacyl-tRNA ligase activity [GO:0004812],YPR033C
aminoacyl-tRNA synthetase multienzyme complex [GO:0017101],YGR264C;YHR020W;YLL018C
aminomethyltransferase activity [GO:0004047],YDR019C
aminopeptidase activity [GO:0004177],YBL091C;YNL045W
aminophospholipid flippase activity [GO:0015247],YDR093W
ammonia assimilation cycle [GO:0019676],YDL171C
ammonium transmembrane transport [GO:0072488],YCR010C;YDR384C;YGR121C;YNL142W;YPR138C
ammonium transmembrane transporter activity [GO:0008519],YCR010C;YDR384C;YGR121C;YNL142W;YPR138C
"amylo-alpha-1,6-glucosidase activity [GO:0004135]",YPR184W
