NAME,ENTRY,Gene Ontology (GO)
YBR127C,P16140,"cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; fungal-type vacuole membrane [GO:0000329]; Golgi membrane [GO:0000139]; proton-transporting V-type ATPase complex [GO:0033176]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; vacuole-mitochondrion membrane contact site [GO:1990816]; ATP binding [GO:0005524]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; ATP metabolic process [GO:0046034]; endosomal lumen acidification [GO:0048388]; Golgi lumen acidification [GO:0061795]; intracellular calcium ion homeostasis [GO:0006874]; pexophagy [GO:0000425]; proteasome storage granule assembly [GO:1902906]; proton transmembrane transport [GO:1902600]; transmembrane transport [GO:0055085]; vacuolar acidification [GO:0007035]"
YBR128C,P38270,"fungal-type vacuole membrane [GO:0000329]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]; phosphatidylinositol 3-kinase complex, class III, type I [GO:0034271]; vacuole-isolation membrane contact site [GO:0120095]; autophagy [GO:0006914]; cytoplasm to vacuole transport by the Cvt pathway [GO:0032258]; macroautophagy [GO:0016236]; pexophagy [GO:0000425]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; piecemeal microautophagy of the nucleus [GO:0034727]; protein transport [GO:0015031]"
YBR132C,P38090,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; fungal-type vacuole membrane [GO:0000329]; plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]; amino acid transmembrane transport [GO:0003333]; positive regulation of (R)-carnitine transmembrane transport [GO:1902274]; positive regulation of polyamine transmembrane transport [GO:1902269]
YBR145W,P38113,cytoplasm [GO:0005737]; nucleus [GO:0005634]; alcohol dehydrogenase (NAD+) activity [GO:0004022]; zinc ion binding [GO:0008270]; amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]; glycolytic fermentation to ethanol [GO:0019655]; NADH oxidation [GO:0006116]
YBR147W,P38279,fungal-type vacuole membrane [GO:0000329]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; basic amino acid transmembrane transporter activity [GO:0015174]; basic amino acid transmembrane export from vacuole [GO:0034488]
YBR149W,P38115,cytosol [GO:0005829]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]; D-arabinose 1-dehydrogenase (NAD+) activity [GO:0047816]; D-arabinose 1-dehydrogenase (NADP+) activity [GO:0106271]; D-arabinose 1-dehydrogenase [NAD(P)+] activity [GO:0045290]; carbohydrate metabolic process [GO:0005975]
YBR153W,P33312,5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703]; NADP binding [GO:0050661]; riboflavin biosynthetic process [GO:0009231]
YBR159W,P38286,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; ketoreductase activity [GO:0045703]; very-long-chain 3-oxoacyl-CoA reductase activity [GO:0141040]; fatty acid elongation [GO:0030497]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761]
YBR161W,P38287,fungal-type vacuole [GO:0000324]; Golgi apparatus [GO:0005794]; mannosyltransferase complex [GO:0031501]; vacuolar membrane [GO:0005774]; inositol phosphorylceramide mannosyltransferase activity [GO:0103064]; mannosyltransferase activity [GO:0000030]; glycosphingolipid biosynthetic process [GO:0006688]; mannosyl diphosphorylinositol ceramide metabolic process [GO:0006676]; mannosyl-inositol phosphorylceramide biosynthetic process [GO:0051999]; sphingolipid biosynthetic process [GO:0030148]
YBR166C,P20049,cytoplasm [GO:0005737]; NAD+ binding [GO:0070403]; NADP binding [GO:0050661]; prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665]; tyrosine biosynthetic process [GO:0006571]; tyrosine metabolic process [GO:0006570]
YBR176W,P38122,mitochondrion [GO:0005739]; 3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]; pantothenate biosynthetic process [GO:0015940]
YBR177C,P38295,lipid droplet [GO:0005811]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; acetylesterase activity [GO:0008126]; acylglycerol lipase activity [GO:0047372]; alcohol O-acetyltransferase activity [GO:0004026]; alcohol O-butanoyltransferase activity [GO:0034319]; serine hydrolase activity [GO:0017171]; short-chain carboxylesterase activity [GO:0034338]; cellular lipid metabolic process [GO:0044255]; medium-chain fatty acid biosynthetic process [GO:0051792]; medium-chain fatty acid catabolic process [GO:0051793]
YBR180W,P38125,cell periphery [GO:0071944]; prospore membrane [GO:0005628]; amine transmembrane transporter activity [GO:0005275]; amine transport [GO:0015837]; ascospore wall assembly [GO:0030476]; transmembrane transport [GO:0055085]
YBR183W,P38298,cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; phytoceramidase activity [GO:0070774]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513]; ceramide catabolic process [GO:0046514]
YBR192W,P38127,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; pyrimidine nucleotide transmembrane transporter activity [GO:0015218]; metal ion transport [GO:0030001]; mitochondrial genome maintenance [GO:0000002]; pyrimidine nucleotide import into mitochondrion [GO:1990519]; pyrimidine nucleotide transport [GO:0006864]; regulation of mitochondrial membrane potential [GO:0051881]; transmembrane transport [GO:0055085]
YBR196C,P12709,cytosol [GO:0005829]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]; gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]
YBR199W,P38131,"fungal-type vacuole [GO:0000324]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; alpha-1,2-mannosyltransferase activity [GO:0000026]; mannosyltransferase activity [GO:0000030]; cell wall mannoprotein biosynthetic process [GO:0000032]; mannosylation [GO:0097502]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]"
YBR204C,P38139,"endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; mitochondrion [GO:0005739]; acylglycerol lipase activity [GO:0047372]; hydrolase activity, acting on ester bonds [GO:0016788]; serine hydrolase activity [GO:0017171]; triglyceride lipase activity [GO:0004806]; acylglycerol catabolic process [GO:0046464]; lipid homeostasis [GO:0055088]"
YBR205W,P38130,"cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; alpha-1,2-mannosyltransferase activity [GO:0000026]; mannosyltransferase activity [GO:0000030]; cell wall mannoprotein biosynthetic process [GO:0000032]; mannosylation [GO:0097502]; N-glycan processing [GO:0006491]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]"
YBR208C,P32528,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; allophanate hydrolase activity [GO:0004039]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; urea carboxylase activity [GO:0004847]; allantoin catabolic process [GO:0000256]; urea catabolic process [GO:0043419]
YBR213W,P15807,ferrochelatase activity [GO:0004325]; precorrin-2 dehydrogenase activity [GO:0043115]; sirohydrochlorin ferrochelatase activity [GO:0051266]; siroheme biosynthetic process [GO:0019354]; sulfate assimilation [GO:0000103]
YBR218C,P32327,cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; pyruvate carboxylase activity [GO:0004736]; gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]
YBR221C,P32473,mitochondrial nucleoid [GO:0042645]; mitochondrial pyruvate dehydrogenase complex [GO:0005967]; mitochondrion [GO:0005739]; pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; acetyl-CoA biosynthetic process from pyruvate [GO:0006086]; glycolytic process [GO:0006096]
YBR222C,P38137,cytoplasm [GO:0005737]; peroxisomal matrix [GO:0005782]; peroxisomal membrane [GO:0005778]; ATP binding [GO:0005524]; medium-chain fatty acid-CoA ligase activity [GO:0031956]; mRNA binding [GO:0003729]; oxalate-CoA ligase activity [GO:0050203]; fatty acid metabolic process [GO:0006631]; oxalate catabolic process [GO:0033611]
YBR229C,P38138,"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; glucosidase II complex [GO:0017177]; mitochondrion [GO:0005739]; alpha-glucosidase activity [GO:0090599]; carbohydrate binding [GO:0030246]; glucan 1,3-alpha-glucosidase activity [GO:0033919]; fungal-type cell wall beta-glucan biosynthetic process [GO:0070880]; N-glycan processing [GO:0006491]; polysaccharide biosynthetic process [GO:0000271]"
YBR235W,P38329,fungal-type vacuole membrane [GO:0000329]; vacuolar membrane [GO:0005774]; vacuole-mitochondrion membrane contact site [GO:1990816]; potassium:chloride symporter activity [GO:0015379]; calcium ion transport [GO:0006816]; cell volume homeostasis [GO:0006884]; chloride ion homeostasis [GO:0055064]; chloride transmembrane transport [GO:1902476]; potassium ion homeostasis [GO:0055075]; vacuolar transmembrane transport [GO:0034486]
YBR241C,P38142,fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; hexose transmembrane transporter activity [GO:0015149]; transmembrane transporter activity [GO:0022857]; monosaccharide transmembrane transport [GO:0015749]; transmembrane transport [GO:0055085]
YBR242W,P38331,cytoplasm [GO:0005737]; nucleus [GO:0005634]; 5'-deoxynucleotidase activity [GO:0002953]; GMP 5'-nucleotidase activity [GO:0050484]; metal ion binding [GO:0046872]; deoxyribonucleoside monophosphate catabolic process [GO:0009159]
YBR243C,P07286,endoplasmic reticulum [GO:0005783]; UDP-N-acetylglucosamine transferase complex [GO:0043541]; glycosyltransferase activity [GO:0016757]; metal ion binding [GO:0046872]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]; aerobic respiration [GO:0009060]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; protein N-linked glycosylation [GO:0006487]
YBR244W,P38143,cytoplasm [GO:0005737]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; nucleus [GO:0005634]; glutathione peroxidase activity [GO:0004602]; phospholipid-hydroperoxide glutathione peroxidase activity [GO:0047066]; thioredoxin-dependent peroxiredoxin activity [GO:0140824]; cellular response to oxidative stress [GO:0034599]
YBR248C,P33734,cytoplasm [GO:0005737]; glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; oxo-acid-lyase activity [GO:0016833]; glutamine metabolic process [GO:0006541]; histidine biosynthetic process [GO:0000105]
YBR249C,P32449,cytoplasm [GO:0005737]; nucleus [GO:0005634]; 3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]
YBR252W,P33317,cytoplasm [GO:0005737]; nucleus [GO:0005634]; dITP diphosphatase activity [GO:0035870]; dUTP diphosphatase activity [GO:0004170]; magnesium ion binding [GO:0000287]; dITP catabolic process [GO:0035863]; dUMP biosynthetic process [GO:0006226]; dUTP catabolic process [GO:0046081]; pyrimidine deoxyribonucleoside triphosphate catabolic process [GO:0009213]
YBR256C,P38145,riboflavin synthase activity [GO:0004746]; riboflavin biosynthetic process [GO:0009231]
YBR263W,P37292,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; serine binding [GO:0070905]; zinc ion binding [GO:0008270]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; L-serine catabolic process [GO:0006565]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]
YBR265W,P38342,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; mitochondrial outer membrane [GO:0005741]; 3-dehydrosphinganine reductase activity [GO:0047560]; 3-keto-sphinganine metabolic process [GO:0006666]; sphingolipid biosynthetic process [GO:0030148]
YBR281C,P38149,cytoplasm [GO:0005737]; glutathione hydrolase complex [GO:0061672]; nuclear periphery [GO:0034399]; nucleus [GO:0005634]; dipeptidase activity [GO:0016805]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; omega peptidase activity [GO:0008242]; peptidase activity [GO:0008233]; glutathione catabolic process [GO:0006751]; proteolysis [GO:0006508]
YBR291C,P38152,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; citrate secondary active transmembrane transporter activity [GO:0071913]; tricarboxylate secondary active transmembrane transporter activity [GO:0005371]; mitochondrial citrate transmembrane transport [GO:0006843]; transmembrane transport [GO:0055085]
YBR293W,P38358,endoplasmic reticulum [GO:0005783]; fungal-type vacuole membrane [GO:0000329]; basic amino acid transmembrane transporter activity [GO:0015174]; basic amino acid transport [GO:0015802]; transmembrane transport [GO:0055085]
YBR294W,P38359,plasma membrane [GO:0005886]; secondary active sulfate transmembrane transporter activity [GO:0008271]; sulfate transmembrane transporter activity [GO:0015116]; sulfate transport [GO:0008272]; transmembrane transport [GO:0055085]
YBR295W,P38360,plasma membrane [GO:0005886]; proteasome core complex [GO:0005839]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; copper ion binding [GO:0005507]; P-type cadmium transporter activity [GO:0008551]; proteasome binding [GO:0070628]; cadmium ion transport [GO:0015691]; intracellular monoatomic cation homeostasis [GO:0030003]; response to cadmium ion [GO:0046686]; transmembrane transport [GO:0055085]
YBR296C,P38361,endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; sodium:inorganic phosphate symporter activity [GO:0015319]; phosphate ion transmembrane transport [GO:0035435]; phosphate ion transport [GO:0006817]; transmembrane transport [GO:0055085]
YBR298C,P38156,cell periphery [GO:0071944]; membrane [GO:0016020]; alpha-glucoside:proton symporter activity [GO:0005352]; carbohydrate:proton symporter activity [GO:0005351]; alpha-glucoside transport [GO:0000017]; carbohydrate transport [GO:0008643]; maltose metabolic process [GO:0000023]
YBR299W,P38158,"plasma membrane [GO:0005886]; alpha-amylase activity [GO:0004556]; glucan 1,4-alpha-maltotriohydrolase activity [GO:0033934]; maltose alpha-glucosidase activity [GO:0032450]; oligo-1,6-glucosidase activity [GO:0004574]; sucrose alpha-glucosidase activity [GO:0004575]; maltose catabolic process [GO:0000025]; sucrose catabolic process [GO:0005987]"
YCL004W,P25578,mitochondrion [GO:0005739]; ATP binding [GO:0005524]; CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444]; cardiolipin biosynthetic process [GO:0032049]
YCL005W-A,Q3E7B6,"fungal-type vacuole membrane [GO:0000329]; Golgi membrane [GO:0000139]; proton-transporting V-type ATPase complex [GO:0033176]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]; ATPase-coupled ion transmembrane transporter activity [GO:0042625]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; cell wall mannoprotein biosynthetic process [GO:0000032]; endosomal lumen acidification [GO:0048388]; Golgi lumen acidification [GO:0061795]; protein-containing complex assembly [GO:0065003]; proton transmembrane transport [GO:1902600]; transmembrane transport [GO:0055085]; vacuolar acidification [GO:0007035]"
