Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
P00812	reviewed	ARGI_YEAST	Arginase (EC 3.5.3.1)	CAR1 YPL111W LPH15W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	333	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mating projection tip [GO:0043332]; nucleus [GO:0005634]; ornithine carbamoyltransferase inhibitor complex [GO:1903269]; arginase activity [GO:0004053]; manganese ion binding [GO:0030145]; ornithine carbamoyltransferase inhibitor activity [GO:0090369]; zinc ion binding [GO:0008270]; arginine catabolic process to ornithine [GO:0019547]; regulation of ornithine metabolic process [GO:0090368]; urea cycle [GO:0000050]
P00815	reviewed	HIS2_YEAST	Histidine biosynthesis trifunctional protein [Includes: Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphohydrolase (EC 3.6.1.31); Histidinol dehydrogenase (HDH) (EC 1.1.1.23)]	HIS4 YCL030C YCL183 YCL30C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	799	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; histidinol dehydrogenase activity [GO:0004399]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; histidine biosynthetic process [GO:0000105]
P00817	reviewed	IPYR_YEAST	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	IPP1 PPA PPA1 YBR011C YBR0202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	287	cytoplasm [GO:0005737]; nucleus [GO:0005634]; inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]; phosphate-containing compound metabolic process [GO:0006796]
P00830	reviewed	ATPB_YEAST	ATP synthase subunit beta, mitochondrial (EC 7.1.2.2)	ATP2 YJR121W J2041	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	511	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase, catalytic core [GO:0005754]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]
P00854	reviewed	ATP6_YEAST	ATP synthase subunit a (F-ATPase protein 6)	ATP6 OLI2 OLI4 PHO1 Q0085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	259	mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]; proton transmembrane transporter activity [GO:0015078]; proton motive force-driven ATP synthesis [GO:0015986]
P00890	reviewed	CISY1_YEAST	Citrate synthase, mitochondrial (EC 2.3.3.1)	CIT1 GLU3 LYS6 YNR001C N2019	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	479	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; citrate (Si)-synthase activity [GO:0004108]; citrate synthase activity [GO:0036440]; acetyl-CoA catabolic process [GO:0046356]; carbohydrate metabolic process [GO:0005975]; citrate metabolic process [GO:0006101]; tricarboxylic acid cycle [GO:0006099]
P00924	reviewed	ENO1_YEAST	Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)	ENO1 ENOA HSP48 YGR254W G9160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437	cytoplasm [GO:0005737]; cytosol [GO:0005829]; fungal-type vacuole [GO:0000324]; mitochondrion [GO:0005739]; phosphopyruvate hydratase complex [GO:0000015]; plasma membrane [GO:0005886]; magnesium ion binding [GO:0000287]; melatonin binding [GO:1904408]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]; regulation of vacuole fusion, non-autophagic [GO:0032889]
P00925	reviewed	ENO2_YEAST	Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)	ENO2 ENOB YHR174W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; fungal-type vacuole [GO:0000324]; mitochondrion [GO:0005739]; phosphopyruvate hydratase complex [GO:0000015]; plasma membrane [GO:0005886]; magnesium ion binding [GO:0000287]; melatonin binding [GO:1904408]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]; regulation of vacuole fusion, non-autophagic [GO:0032889]
P00927	reviewed	THDH_YEAST	Threonine dehydratase, mitochondrial (EC 4.3.1.19) (Threonine deaminase)	ILV1 YER086W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	576	mitochondrion [GO:0005739]; L-serine ammonia-lyase activity [GO:0003941]; L-threonine ammonia-lyase activity [GO:0004794]; pyridoxal phosphate binding [GO:0030170]; isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; threonine catabolic process [GO:0006567]
P00937	reviewed	TRPG_YEAST	Multifunctional tryptophan biosynthesis protein [Includes: Anthranilate synthase component 2 (AS) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Indole-3-glycerol phosphate synthase (EC 4.1.1.48) (PRAI)]	TRP3 YKL211C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	484	anthranilate synthase complex [GO:0005950]; cytoplasm [GO:0005737]; anthranilate synthase activity [GO:0004049]; indole-3-glycerol-phosphate synthase activity [GO:0004425]; glutamine metabolic process [GO:0006541]; tryptophan biosynthetic process [GO:0000162]
P00942	reviewed	TPIS_YEAST	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	TPI1 YDR050C YD9609.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	248	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]
P00950	reviewed	PMG1_YEAST	Phosphoglycerate mutase 1 (PGAM 1) (EC 5.4.2.11) (BPG-dependent PGAM 1) (MPGM 1) (Phosphoglyceromutase 1)	GPM1 GPM YKL152C YKL607	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	247	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]; phosphoglycerate mutase activity [GO:0004619]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]
P00958	reviewed	SYMC_YEAST	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	MES1 YGR264C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	751	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; methionyl glutamyl tRNA synthetase complex [GO:0017102]; ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]; glutamyl-tRNA aminoacylation [GO:0006424]; methionyl-tRNA aminoacylation [GO:0006431]
P01094	reviewed	IPA3_YEAST	Protease A inhibitor 3 (Proteinase inhibitor I(A)3) (Proteinase yscA-inhibitor) (Saccharopepsin inhibitor)	PAI3 YMR174C YM8010.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	68	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; vacuole [GO:0005773]; aspartic-type endopeptidase inhibitor activity [GO:0019828]; endopeptidase inhibitor activity [GO:0004866]; protease binding [GO:0002020]; negative regulation of endopeptidase activity [GO:0010951]; protein catabolic process in the vacuole [GO:0007039]
P01097	reviewed	ATIF_YEAST	F(1)-ATPase inhibitor IF(1), mitochondrial (ATPase inhibitory factor 1) (IF(1)) (IF1)	INH1 YDL181W D1305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	85	mitochondrion [GO:0005739]; ATPase inhibitor activity [GO:0042030]; enzyme inhibitor activity [GO:0004857]; molecular function inhibitor activity [GO:0140678]; negative regulation of ATP-dependent activity [GO:0032780]
P01119	reviewed	RAS1_YEAST	Ras-like protein 1 (EC 3.6.5.2)	RAS1 YOR101W YOR3205W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309	cell periphery [GO:0071944]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; G protein activity [GO:0003925]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; positive regulation of adenylate cyclase activity [GO:0045762]; protein localization to bud neck [GO:0097271]
P01120	reviewed	RAS2_YEAST	Ras-like protein 2 (EC 3.6.5.2)	RAS2 ASC1 CTN5 GLC5 YNL098C N2198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	322	cell periphery [GO:0071944]; endoplasmic reticulum membrane [GO:0005789]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; G protein activity [GO:0003925]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ascospore formation [GO:0030437]; cytoplasm to vacuole transport by the Cvt pathway [GO:0032258]; macroautophagy [GO:0016236]; positive regulation of pseudohyphal growth [GO:2000222]; positive regulation of transcription by galactose [GO:0000411]; protein localization to bud neck [GO:0097271]; regulation of cytoplasmic mRNA processing body assembly [GO:0010603]; regulation of protein localization [GO:0032880]; signal transduction [GO:0007165]
P01123	reviewed	YPT1_YEAST	GTP-binding protein YPT1 (Protein YP2) (Rab GTPase YPT1) (Transport GTPase YPT1)	YPT1 YP2 YFL038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	206	cis-Golgi network [GO:0005801]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; mitochondrion [GO:0005739]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; SNARE binding [GO:0000149]; autophagosome assembly [GO:0000045]; COPII-coated vesicle budding [GO:0090114]; cytoplasm to vacuole transport by the Cvt pathway [GO:0032258]; early endosome to Golgi transport [GO:0034498]; endocytic recycling [GO:0032456]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi vesicle budding [GO:0048194]; Golgi vesicle docking [GO:0048211]; intracellular protein transport [GO:0006886]; macroautophagy [GO:0016236]; pre-mRNA catabolic process [GO:1990261]; protein localization to phagophore assembly site [GO:0034497]; regulation of endoplasmic reticulum unfolded protein response [GO:1900101]; reticulophagy [GO:0061709]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; SNARE complex assembly [GO:0035493]; SNARE complex disassembly [GO:0035494]
P02293	reviewed	H2B1_YEAST	Histone H2B.1 (Suppressor of Ty protein 12)	HTB1 H2B1 SPT12 YDR224C YD9934.09C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131	nucleosome [GO:0000786]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]; chromatin organization [GO:0006325]; negative regulation of transcription by RNA polymerase II [GO:0000122]; postreplication repair [GO:0006301]; regulation of DNA-templated transcription [GO:0006355]
P02294	reviewed	H2B2_YEAST	Histone H2B.2	HTB2 H2B2 YBL002W YBL0104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131	nucleosome [GO:0000786]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]; chromatin organization [GO:0006325]; regulation of DNA-templated transcription [GO:0006355]
P02309	reviewed	H4_YEAST	Histone H4	HHF1 YBR009C YBR0122; HHF2 YNL030W N2752	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	103	nucleosome [GO:0000786]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]; RNA polymerase I upstream activating factor complex [GO:0000500]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]; chromatin organization [GO:0006325]; nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]; nucleosome assembly [GO:0006334]; positive regulation of transcription by RNA polymerase I [GO:0045943]; regulation of DNA-templated transcription [GO:0006355]
P02400	reviewed	RLA4_YEAST	Large ribosomal subunit protein P2B (P2B) (60S acidic ribosomal protein P2-beta) (L12eIA) (L45) (YL44C) (YP2beta) (YPA1)	RPP2B L12EIA RPL45 RPLA4 YDR382W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; fungal-type vacuole [GO:0000324]; molecular function inhibitor activity [GO:0140678]; protein kinase activator activity [GO:0030295]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; cytoplasmic translational elongation [GO:0002182]
P02406	reviewed	RL28_YEAST	Large ribosomal subunit protein uL15 (60S ribosomal protein L28) (L27a) (L29) (RP44) (RP62) (YL24)	RPL28 CYH2 YGL103W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	149	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]
P02557	reviewed	TBB_YEAST	Tubulin beta chain (Beta-tubulin)	TUB2 YFL037W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	457	cytoplasm [GO:0005737]; microtubule [GO:0005874]; tubulin complex [GO:0045298]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]; cytoplasmic microtubule organization [GO:0031122]; cytoskeleton organization [GO:0007010]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]; mitotic spindle assembly [GO:0090307]; mitotic spindle elongation [GO:0000022]; positive regulation of intracellular protein transport [GO:0090316]; response to antibiotic [GO:0046677]
P02829	reviewed	HSP82_YEAST	ATP-dependent molecular chaperone HSP82 (82 kDa heat shock protein) (Heat shock protein Hsp90 heat-inducible isoform)	HSP82 HSP90 YPL240C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	709	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; identical protein binding [GO:0042802]; unfolded protein binding [GO:0051082]; 'de novo' protein folding [GO:0006458]; box C/D snoRNP assembly [GO:0000492]; cellular response to heat [GO:0034605]; positive regulation of telomere maintenance via telomerase [GO:0032212]; proteasome assembly [GO:0043248]; protein folding [GO:0006457]; protein maturation [GO:0051604]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; protein targeting to mitochondrion [GO:0006626]; regulation of telomere maintenance [GO:0032204]; response to osmotic stress [GO:0006970]; response to oxygen levels [GO:0070482]
P02992	reviewed	EFTU_YEAST	Elongation factor Tu, mitochondrial (tufM)	TUF1 TUFM YOR187W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437	mitochondrion [GO:0005739]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; mitochondrial translation [GO:0032543]; mitochondrial translational elongation [GO:0070125]
P02994	reviewed	EF1A_YEAST	Elongation factor 1-alpha (EF-1-alpha) (Eukaryotic elongation factor 1A) (eEF1A) (Translation elongation factor 1A)	TEF1 YPR080W P9513.7; TEF2 YBR118W YBR0913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	458	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; eukaryotic translation elongation factor 1 complex [GO:0005853]; fungal-type vacuole membrane [GO:0000329]; mitochondrion [GO:0005739]; ribosome [GO:0005840]; actin filament binding [GO:0051015]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; melatonin binding [GO:1904408]; protein kinase binding [GO:0019901]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]; actin filament bundle assembly [GO:0051017]; cellular response to amino acid starvation [GO:0034198]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; translation [GO:0006412]; translational elongation [GO:0006414]; tRNA export from nucleus [GO:0006409]
P03069	reviewed	GCN4_YEAST	General control transcription factor GCN4 (Amino acid biosynthesis regulatory protein) (General control protein GCN4)	GCN4 AAS101 AAS3 ARG9 YEL009C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	281	nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]; transcription regulator complex [GO:0005667]; chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; mediator complex binding [GO:0036033]; protein self-association [GO:0043621]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific DNA binding [GO:0043565]; TFIID-class transcription factor complex binding [GO:0001094]; amino acid biosynthetic process [GO:0008652]; cellular response to amino acid starvation [GO:0034198]; intracellular signal transduction [GO:0035556]; negative regulation of ribosomal protein gene transcription by RNA polymerase II [GO:0010688]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080]; positive regulation of cellular response to amino acid starvation [GO:1903833]; positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; protein localization to nuclear periphery [GO:1990139]; response to amino acid starvation [GO:1990928]
